,Player,Team,DYAR,DVOA,Rushes,Yards,EfYds,TD,Suc_rate,Year,Yds
1565,M.Pittman,TB,-50,-15.10%,204,,600,1,44%,2002,717
1566,M.Alstott,TB,-54,-16.30%,146,,529,5,44%,2002,548
1567,L.Smith,CAR,-57,-16.80%,210,,591,7,39%,2002,733
1568,J.Allen,HOU,-79,-21.00%,155,,394,0,33%,2002,519
1569,A.Thomas,CHI,-99,-19.00%,214,,625,6,44%,2002,725
1570,W.Green,CLE,-106,-20.10%,243,,682,6,42%,2002,889
1571,J.Wells,HOU,-241,-40.10%,197,,270,3,28%,2002,536
1572,M.Williams,MIN,210,43.00%,84,,713,11,,2002,414
1573,S.Mack,JAC,155,21.50%,98,,674,9,,2002,436
1574,Z.Crockett,OAK,75,15.40%,40,,349,8,,2002,118
1575,K.Faulk,NE,72,23.70%,52,,277,2,,2002,271
1576,D.Levens,PHI,59,13.50%,75,,325,1,,2002,411
1577,M.Anderson,DEN,53,5.80%,84,,428,2,,2002,386
1578,B.Christian,ATL,51,22.60%,31,,190,3,,2002,119
1579,T.Minor,MIA,46,15.30%,44,,217,2,,2002,180
1580,M.Strong,SEA,45,25.70%,23,,183,0,,2002,94
1581,R.Holcombe,TEN,44,13.70%,47,,235,0,,2002,242
1582,M.Wiley,DAL,42,57.10%,23,,128,1,,2002,164
1583,T.Fletcher,SD,31,22.00%,26,,142,1,,2002,128
1584,R.Edwards,MIA,28,28.20%,20,,117,1,,2002,107
1585,F.Beasley,SF,27,10.60%,27,,189,0,,2002,75
1586,J.Mungro,IND,25,-2.10%,97,,438,8,,2002,336
1587,A.Stecker,TB,19,10.00%,28,,115,0,,2002,174
1588,M.Morris,SEA,18,10.70%,32,,143,0,,2002,153
1589,C.Fuamatu-Ma'afala,PIT,17,8.50%,23,,110,0,,2002,115
1590,B.Bennett,CIN,17,3.40%,33,,149,0,,2002,155
1591,N.Davenport,GB,15,2.30%,39,,171,1,,2002,186
1592,O.Gary,DEN,13,1.40%,37,,143,1,,2002,147
1593,T.Richardson,KC,8,2.80%,22,,100,2,,2002,81
1594,M.Edwards,NE,6,-3.10%,31,,147,0,,2002,96
1595,B.Hoover,CAR,5,-6.80%,31,,136,0,,2002,129
1596,C.Taylor,BAL,2,-5.50%,33,,113,0,,2002,122
1597,B.Westbrook,PHI,-2,-11.40%,46,,155,0,,2002,192
1598,T.Fisher,GB,-4,-9.60%,70,,257,2,,2002,283
1599,A.Cason,DET,-7,-15.20%,26,,67,0,,2002,107
1600,M.Green,TEN,-9,-18.50%,21,,52,0,,2002,71
1601,L.Betts,WAS,-13,-13.30%,65,,206,1,,2002,307
1602,D.Anderson,ARI,-16,-24.90%,24,,48,0,,2002,65
1603,T.Hambrick,DAL,-18,-13.40%,79,,261,1,,2002,309
1604,M.Cloud,KC,-26,-20.30%,49,,162,2,,2002,115
1605,C.Schlesinger,DET,-57,-33.20%,49,,106,2,,2002,138
1606,L.Gordon,STL,-58,-28.50%,65,,151,1,,2002,228
1607,N.Goings,CAR,-58,-38.90%,50,,71,0,,2002,180
1608,L.Jordan,NYJ,-103,-35.70%,84,,161,3,,2002,321
1609,P.Holmes,KC,485,25.10%,320,,"2,021",27,58%,2003,"1,420"
1610,L.Tomlinson,SD,365,20.50%,313,,"1,674",13,44%,2003,"1,645"
1611,A.Green,GB,365,15.80%,355,,"1,880",15,50%,2003,"1,886"
1612,C.Portis,DEN,328,17.90%,290,,"1,596",14,53%,2003,"1,591"
1613,J.Lewis,BAL,292,9.90%,388,,"1,829",15,46%,2003,"2,066"
1614,Sh.Alexander,SEA,202,5.70%,326,,"1,538",14,48%,2003,"1,434"
1615,O.Smith,MIN,171,30.90%,107,,648,5,57%,2003,579
1616,E.James,IND,170,3.40%,309,,"1,495",11,51%,2003,"1,260"
1617,S.Davis,CAR,163,4.10%,318,,"1,373",8,47%,2003,"1,444"
1618,C.Martin,NYJ,158,4.20%,323,,"1,329",2,45%,2003,"1,309"
1619,K.Barlow,SF,158,11.10%,201,,944,6,50%,2003,"1,025"
1620,B.Westbrook,PHI,150,25.90%,116,,621,7,45%,2003,605
1621,D.McAllister,NO,145,1.60%,351,,"1,462",8,41%,2003,"1,632"
1622,R.Johnson,CIN,138,6.60%,214,,"1,013",9,51%,2003,967
1623,M.Williams,MIN,133,9.70%,174,,839,5,48%,2003,747
1624,F.Taylor,JAC,131,0.60%,345,,"1,443",6,48%,2003,"1,574"
1625,G.Hearst,SF,120,8.40%,178,,806,3,44%,2003,768
1626,T.J.Duckett,ATL,116,5.10%,197,,914,11,47%,2003,784
1627,C.Garner,OAK,100,13.10%,120,,559,3,44%,2003,553
1628,R.Cartwright,WAS,100,10.10%,107,,620,4,52%,2003,411
1629,T.Wheatley,OAK,96,6.30%,159,,705,4,50%,2003,678
1630,M.Faulk,STL,83,0.50%,209,,914,10,45%,2003,818
1631,W.Dunn,ATL,80,7.90%,125,,549,3,42%,2003,668
1632,A.Thomas,CHI,71,-1.70%,244,,"1,008",6,45%,2003,"1,024"
1633,C.Buckhalter,PHI,54,1.40%,126,,554,8,48%,2003,543
1634,M.Pittman,TB,45,-2.40%,186,,721,0,49%,2003,748
1635,D.Davis,HOU,40,-4.40%,238,,882,8,41%,2003,"1,032"
1636,T.Canidate,WAS,38,-1.80%,142,,559,1,44%,2003,597
1637,T.Henry,BUF,38,-5.80%,332,,"1,242",10,45%,2003,"1,363"
1638,C.Dillon,CIN,32,-3.00%,138,,552,2,43%,2003,541
1639,S.Bryson,DET,10,-7.00%,158,,569,3,41%,2003,610
1640,J.Jackson,CLE,5,-7.60%,102,,422,3,53%,2003,379
1641,T.Barber,NYG,4,-8.20%,278,,996,2,47%,2003,"1,217"
1642,A.Smith,NE,-2,-8.70%,182,,672,3,45%,2003,642
1643,O.Gary,DET,-10,-10.80%,113,,372,2,38%,2003,383
1644,T.Jones,TB,-14,-11.00%,137,,466,3,45%,2003,628
1645,W.Green,CLE,-21,-12.20%,142,,464,1,46%,2003,559
1646,J.Bettis,PIT,-31,-11.60%,246,,852,7,48%,2003,811
1647,K.Faulk,NE,-39,-14.20%,178,,529,0,46%,2003,643
1648,M.Shipp,ARI,-40,-13.00%,226,,712,0,43%,2003,832
1649,E.George,TEN,-73,-14.40%,312,,959,5,39%,2003,"1,031"
1650,D.Foster,CAR,-73,-24.70%,113,,270,0,36%,2003,429
1651,R.Williams,MIA,-75,-13.40%,392,,"1,217",9,39%,2003,"1,371"
1652,A.Zereoue,PIT,-81,-23.30%,132,,344,2,39%,2003,433
1653,T.Hambrick,DAL,-90,-15.90%,275,,904,5,44%,2003,971
1654,D.Staley,PHI,124,23.40%,96,,536,5,,2003,463
1655,J.Griffith,ATL,63,30.80%,38,,241,0,,2003,168
1656,M.Bennett,MIN,61,7.90%,90,,415,1,,2003,447
1657,M.Cloud,NE,60,33.90%,27,,217,5,,2003,118
1658,T.Minor,MIA,59,25.70%,41,,246,1,,2003,193
1659,M.Strong,SEA,57,21.10%,37,,256,1,,2003,174
1660,B.Forsey,CHI,52,15.10%,50,,273,2,,2003,191
1661,R.Anderson,DAL,47,9.20%,70,,306,1,,2003,306
1662,L.Suggs,CLE,39,8.50%,56,,261,2,,2003,289
1663,T.Fisher,GB,35,17.40%,40,,175,1,,2003,200
1664,M.Morris,SEA,35,17.10%,38,,174,0,,2003,239
1665,C.Fuamatu-Ma'afala,JAC,34,10.60%,35,,210,1,,2003,144
1666,D.Blaylock,KC,30,20.80%,22,,137,2,,2003,112
1667,C.Morton,WAS,29,7.20%,47,,207,0,,2003,213
1668,S.Pritchett,CHI,28,18.90%,21,,136,2,,2003,93
1669,L.Jordan,NYJ,26,2.90%,46,,241,4,,2003,190
1670,L.Gordon,STL,26,-0.20%,71,,305,1,,2003,298
1671,L.Johnson,KC,23,19.70%,20,,107,1,,2003,85
1672,A.Murrell,DAL,16,6.30%,28,,119,0,,2003,107
1673,Z.Crockett,OAK,16,-3.20%,48,,279,7,,2003,145
1674,N.Davenport,GB,16,-3.70%,77,,310,2,,2003,412
1675,J.Fargas,OAK,13,-0.10%,39,,150,0,,2003,196
1676,L.Toefield,JAC,12,-3.30%,53,,213,2,,2003,212
1677,J.Robertson,SF,8,-1.50%,32,,115,0,,2003,136
1678,J.White,CLE,5,-6.70%,70,,252,1,,2003,276
1679,A.Peterson,CHI,3,-5.40%,22,,81,0,,2003,70
1680,A.Cason,DAL,0,-8.80%,40,,116,2,,2003,220
1681,L.Betts,WAS,-1,-8.80%,77,,282,2,,2003,255
1682,D.Rhodes,IND,-1,-9.50%,37,,122,0,,2003,157
1683,J.Mungro,IND,-4,-12.20%,24,,92,2,,2003,60
1684,M.Alstott,TB,-7,-13.60%,27,,112,2,,2003,77
1685,T.Richardson,KC,-8,-16.10%,24,,74,0,,2003,59
1686,R.Williams,IND,-11,-14.00%,48,,156,2,,2003,155
1687,L.Centers,NE,-11,-22.00%,21,,52,0,,2003,82
1688,C.Taylor,BAL,-11,-13.10%,63,,195,2,,2003,276
1689,A.Harris,STL,-13,-12.30%,85,,279,4,,2003,252
1690,A.Stecker,TB,-14,-19.40%,37,,92,0,,2003,125
1691,R.Smart,CAR,-15,-26.10%,20,,49,0,,2003,49
1692,V.Haynes,PIT,-27,-49.40%,20,,13,0,,2003,63
1693,S.Mack,HOU,-30,-16.80%,93,,270,4,,2003,253
1694,D.Levens,NYG,-31,-18.60%,68,,219,3,,2003,197
1695,B.Bennett,CIN,-38,-24.80%,56,,138,0,,2003,173
1696,M.Anderson,DEN,-39,-20.40%,70,,221,3,,2003,257
1697,T.Hollings,HOU,-44,-41.90%,38,,42,0,,2003,102
1698,J.Burns,BUF,-45,-38.10%,39,,58,0,,2003,113
1699,C.Brown,TEN,-46,-27.80%,56,,129,1,,2003,221
1700,Q.Griffin,DEN,-53,-22.80%,94,,235,0,,2003,354
1701,A.Pinner,DET,-55,-41.40%,39,,55,0,,2003,99
1702,E.Smith,ARI,-57,-24.00%,90,,228,2,,2003,244
1703,R.Holcombe,TEN,-60,-35.20%,63,,97,1,,2003,204
1704,C.Martin,NYJ,398,17.20%,370,,"1,956",12,53%,2004,"1,685"
1705,C.Dillon,NE,319,14.10%,345,,"1,803",12,54%,2004,"1,636"
1706,E.James,IND,293,11.10%,334,,"1,714",9,57%,2004,"1,551"
1707,P.Holmes,KC,248,22.10%,196,,"1,156",14,54%,2004,892
1708,Sh.Alexander,SEA,220,6.50%,353,,"1,567",16,46%,2004,"1,696"
1709,T.Barber,NYG,214,6.40%,322,,"1,503",13,48%,2004,"1,520"
1710,L.Johnson,KC,192,29.00%,120,,781,9,53%,2004,581
1711,R.Johnson,CIN,163,1.40%,362,,"1,578",12,46%,2004,"1,462"
1712,D.Blaylock,KC,156,20.50%,118,,706,8,57%,2004,539
1713,S.Jackson,STL,139,14.70%,134,,736,4,57%,2004,673
1714,J.Bettis,PIT,135,6.40%,250,,"1,175",13,52%,2004,941
1715,J.Lewis,BAL,135,6.50%,235,,"1,036",7,46%,2004,"1,011"
1716,D.Davis,HOU,133,2.50%,301,,"1,289",13,43%,2004,"1,185"
1717,T.J.Duckett,ATL,130,19.60%,104,,627,8,62%,2004,509
1718,R.Droughns,DEN,119,0.90%,275,,"1,209",6,52%,2004,"1,240"
1719,W.McGahee,BUF,110,-0.60%,284,,"1,180",13,47%,2004,"1,131"
1720,D.Staley,PIT,100,3.90%,192,,831,1,49%,2004,834
1721,A.Green,GB,92,-1.10%,259,,"1,059",7,50%,2004,"1,164"
1722,T.Jones,CHI,84,-1.00%,240,,974,7,47%,2004,949
1723,S.Morris,MIA,82,6.90%,132,,605,6,45%,2004,524
1724,W.Dunn,ATL,77,-1.50%,265,,"1,008",9,42%,2004,"1,103"
1725,K.Jones,DET,71,-1.70%,241,,969,5,46%,2004,"1,138"
1726,C.Taylor,BAL,68,3.20%,160,,683,2,41%,2004,714
1727,C.Brown,TEN,62,-2.20%,220,,827,6,43%,2004,"1,072"
1728,B.Westbrook,PHI,60,0.60%,177,,688,3,43%,2004,812
1729,F.Taylor,JAC,54,-3.60%,260,,954,2,45%,2004,"1,224"
1730,J.Jones,DAL,50,-1.00%,197,,793,7,43%,2004,819
1731,L.Tomlinson,SD,50,-3.50%,340,,"1,360",17,45%,2004,"1,336"
1732,O.Smith,MIN,31,-1.40%,124,,470,2,46%,2004,544
1733,D.McAllister,NO,27,-6.00%,269,,987,9,43%,2004,"1,074"
1734,N.Goings,CAR,9,-8.10%,217,,779,6,44%,2004,821
1735,A.Zereoue,OAK,2,-7.60%,112,,395,3,43%,2004,430
1736,M.Faulk,STL,1,-8.40%,195,,732,3,47%,2004,774
1737,T.Minor,MIA,-2,-8.10%,110,,381,3,37%,2004,395
1738,A.Smith,TEN,-8,-10.70%,137,,454,4,40%,2004,509
1739,L.Suggs,CLE,-17,-9.00%,199,,701,2,45%,2004,755
1740,M.Pittman,TB,-17,-10.60%,219,,728,7,43%,2004,925
1741,E.George,DAL,-24,-14.10%,131,,440,4,44%,2004,433
1742,C.Portis,WAS,-51,-12.00%,343,,"1,165",5,45%,2004,"1,319"
1743,K.Barlow,SF,-58,-14.30%,244,,790,7,38%,2004,822
1744,W.Green,CLE,-66,-17.20%,163,,453,2,36%,2004,594
1745,E.Smith,ARI,-80,-16.40%,267,,769,9,39%,2004,937
1746,A.Thomas,CHI,-113,-31.80%,122,,233,2,40%,2004,404
1747,D.Levens,PHI,122,22.10%,94,,532,4,,2004,410
1748,L.Jordan,NYJ,111,20.30%,93,,518,2,,2004,479
1749,T.Bell,DEN,100,20.90%,75,,437,3,,2004,396
1750,M.Williams,MIN,71,34.10%,30,,256,3,,2004,161
1751,K.Faulk,NE,70,27.30%,54,,297,2,,2004,255
1752,M.Moore,MIN,68,17.60%,65,,327,0,,2004,379
1753,J.Chatman,SD,65,14.80%,65,,339,3,,2004,392
1754,V.Haynes,PIT,62,21.30%,55,,293,0,,2004,272
1755,S.Bryson,DET,59,24.20%,50,,262,0,,2004,264
1756,T.Wheatley,OAK,58,4.10%,85,,441,4,,2004,327
1757,N.Davenport,GB,58,10.70%,71,,343,2,,2004,359
1758,Z.Crockett,OAK,45,17.70%,49,,307,2,,2004,232
1759,R.Lee,DAL,36,25.90%,27,,154,1,,2004,128
1760,O.Ayanbadejo,ARI,34,11.20%,30,,186,3,,2004,122
1761,M.Cloud,NYG,33,21.90%,21,,134,3,,2004,90
1762,G.Hearst,DEN,33,27.20%,20,,127,1,,2004,81
1763,K.Watson,CIN,27,17.60%,25,,126,0,,2004,158
1764,W.Parker,PIT,26,11.70%,32,,155,0,,2004,186
1765,C.Fuamatu-Ma'afala,JAC,23,13.50%,20,,125,1,,2004,69
1766,D.Rhodes,IND,22,1.30%,53,,227,1,,2004,254
1767,M.Morris,SEA,19,9.40%,30,,136,0,,2004,126
1768,J.Fargas,OAK,14,0.20%,35,,147,1,,2004,126
1769,T.Henry,BUF,14,-4.20%,94,,344,0,,2004,326
1770,L.Betts,WAS,12,-6.40%,90,,342,1,,2004,371
1771,D.Foster,CAR,11,-4.70%,59,,225,2,,2004,255
1772,C.Garner,TB,10,-0.60%,30,,113,0,,2004,111
1773,S.Davis,CAR,9,7.90%,24,,103,0,,2004,92
1774,R.Anderson,DAL,6,-6.20%,57,,183,1,,2004,246
1775,M.Bennett,MIN,6,-6.10%,70,,244,1,,2004,276
1776,M.Turner,SD,3,-6.40%,20,,68,0,,2004,104
1777,J.R.Redmond,OAK,3,-6.20%,21,,75,0,,2004,119
1778,T.Fisher,GB,1,-8.90%,65,,223,0,,2004,224
1779,B.Hoover,CAR,-1,-8.40%,68,,246,0,,2004,246
1780,J.Wells,HOU,-2,-8.70%,82,,305,3,,2004,299
1781,T.Hambrick,ARI,-4,-9.40%,63,,228,1,,2004,283
1782,A.Pinner,DET,-4,-7.20%,57,,228,2,,2004,174
1783,M.Alstott,TB,-4,-12.30%,67,,282,2,,2004,232
1784,P.Pass,NE,-4,-11.70%,39,,134,0,,2004,141
1785,R.Dayne,NYG,-6,-13.50%,52,,196,1,,2004,179
1786,S.Williams,BUF,-7,-9.70%,42,,142,2,,2004,167
1787,J.Scobey,ARI,-12,-19.40%,27,,80,0,,2004,89
1788,R.Mahe,PHI,-13,-22.30%,23,,66,0,,2004,91
1789,A.Harris,STL,-14,-21.80%,20,,52,0,,2004,63
1790,M.Hicks,SF,-18,-13.80%,96,,304,2,,2004,362
1791,A.Stecker,NO,-19,-19.20%,58,,146,2,,2004,230
1792,L.Croom,ARI,-19,-26.50%,29,,67,0,,2004,76
1793,M.Strong,SEA,-21,-19.40%,36,,128,0,,2004,131
1794,J.Burns,BUF,-21,-39.50%,20,,27,0,,2004,73
1795,L.Toefield,JAC,-24,-19.10%,51,,152,0,,2004,169
1796,G.Jones,JAC,-31,-19.80%,62,,203,3,,2004,162
1797,J.White,BAL,-35,-40.50%,27,,34,0,,2004,82
1798,C.Cobbs,NE,-40,-57.30%,22,,6,0,,2004,50
1799,L.Henry,MIA,-45,-35.30%,45,,73,0,,2004,132
1800,Q.Griffin,DEN,-51,-24.00%,85,,211,2,,2004,311
1801,T.Jackson,SF,-57,-59.60%,26,,4,0,,2004,101
1802,L.Gordon,MIA,-75,-71.90%,35,,-20,0,,2004,64
1803,L.Johnson,KC,488,24.10%,335,,"2,037",20,55%,2005,"1,741"
1804,Sh.Alexander,SEA,453,19.50%,370,,"2,121",27,54%,2005,"1,892"
1805,E.James,IND,384,13.90%,360,,"1,999",13,62%,2005,"1,506"
1806,T.Barber,NYG,365,17.10%,357,,"1,833",9,49%,2005,"1,864"
1807,L.Tomlinson,SD,358,17.80%,337,,"1,741",18,47%,2005,"1,467"
1808,R.Johnson,CIN,354,17.40%,337,,"1,763",12,52%,2005,"1,458"
1809,M.Anderson,DEN,322,21.10%,239,,"1,461",12,56%,2005,"1,014"
1810,W.Dunn,ATL,304,19.50%,280,,"1,420",3,46%,2005,"1,416"
1811,C.Portis,WAS,272,11.90%,351,,"1,733",11,50%,2005,"1,511"
1812,T.Bell,DEN,145,12.40%,173,,880,8,43%,2005,920
1813,L.Jordan,OAK,142,3.00%,271,,"1,223",9,47%,2005,"1,022"
1814,R.Williams,MIA,129,10.10%,168,,797,6,48%,2005,743
1815,W.McGahee,BUF,120,-1.70%,324,,"1,392",5,47%,2005,"1,246"
1816,W.Parker,PIT,96,0.20%,255,,994,4,48%,2005,"1,206"
1817,C.Dillon,NE,96,1.10%,209,,913,12,49%,2005,737
1818,T.Jones,CHI,91,-2.80%,314,,"1,177",9,41%,2005,"1,336"
1819,D.Davis,HOU,90,0.30%,230,,932,2,43%,2005,976
1820,J.Bettis,PIT,81,8.50%,110,,613,9,51%,2005,368
1821,P.Holmes,KC,79,8.50%,119,,578,6,44%,2005,451
1822,F.Gore,SF,75,8.40%,128,,563,3,45%,2005,602
1823,M.Moore,MIN,47,-2.10%,155,,570,1,43%,2005,664
1824,R.Brown,MIA,39,-4.10%,207,,781,4,46%,2005,908
1825,J.Jones,DAL,38,-3.50%,256,,"1,001",5,39%,2005,996
1826,G.Jones,JAC,34,-4.40%,151,,595,4,45%,2005,575
1827,B.Westbrook,PHI,30,-3.80%,156,,584,3,40%,2005,617
1828,C.Williams,TB,29,-6.30%,290,,"1,025",6,43%,2005,"1,178"
1829,A.Pinner,DET,28,-2.50%,105,,444,3,48%,2005,347
1830,M.Barber,DAL,26,-1.80%,138,,552,5,41%,2005,533
1831,S.Jackson,STL,23,-5.00%,254,,948,8,42%,2005,"1,038"
1832,S.Gado,GB,21,-5.90%,143,,552,6,43%,2005,584
1833,D.Foster,CAR,10,-8.20%,205,,719,2,43%,2005,879
1834,K.Jones,DET,6,-7.80%,186,,672,5,43%,2005,664
1835,A.Smith,NO,2,-7.60%,166,,559,3,36%,2005,662
1836,F.Taylor,JAC,-1,-9.60%,193,,604,3,39%,2005,786
1837,R.Droughns,CLE,-2,-9.30%,308,,"1,092",2,44%,2005,"1,241"
1838,C.Taylor,BAL,-9,-10.30%,117,,380,0,42%,2005,487
1839,S.Davis,CAR,-13,-11.60%,180,,639,12,39%,2005,555
1840,C.Martin,NYJ,-17,-10.50%,220,,749,5,40%,2005,735
1841,C.Brown,TEN,-22,-13.20%,224,,718,5,41%,2005,855
1842,T.J.Duckett,ATL,-28,-13.30%,121,,427,8,39%,2005,388
1843,J.J.Arrington,ARI,-53,-21.00%,112,,297,2,38%,2005,370
1844,M.Bennett,MIN,-81,-24.70%,126,,290,3,39%,2005,474
1845,K.Barlow,SF,-97,-22.80%,176,,422,3,27%,2005,581
1846,J.Lewis,BAL,-143,-21.80%,270,,713,3,41%,2005,903
1847,M.Shipp,ARI,-166,-33.40%,157,,298,0,41%,2005,459
1848,M.Turner,SD,84,26.40%,57,,320,3,,2005,335
1849,A.Peterson,CHI,84,17.50%,76,,404,2,,2005,391
1850,L.Neal,SD,67,26.60%,29,,271,0,,2005,98
1851,R.Dayne,DEN,66,21.60%,53,,305,1,,2005,270
1852,J.Wells,HOU,65,7.50%,90,,450,4,,2005,325
1853,C.Houston,NYJ,59,10.70%,80,,363,2,,2005,301
1854,R.Cartwright,WAS,55,34.90%,27,,196,2,,2005,199
1855,M.Pittman,TB,47,9.60%,70,,288,1,,2005,436
1856,S.Bryson,DET,47,12.90%,64,,265,1,,2005,306
1857,M.Hicks,SF,46,17.80%,59,,299,3,,2005,308
1858,C.Perry,CIN,40,7.00%,60,,275,0,,2005,274
1859,L.Toefield,JAC,40,14.10%,36,,179,4,,2005,142
1860,M.Alstott,TB,33,7.90%,34,,219,6,,2005,80
1861,M.Morris,SEA,29,0.40%,71,,267,1,,2005,288
1862,T.Thompson,DAL,26,4.30%,46,,195,0,,2005,182
1863,R.Moats,PHI,25,5.20%,55,,232,3,,2005,281
1864,D.McAllister,NO,18,-5.70%,93,,362,3,,2005,335
1865,V.Morency,HOU,18,1.70%,45,,183,2,,2005,181
1866,D.Ward,NYG,16,5.70%,35,,144,0,,2005,123
1867,D.Staley,PIT,14,-3.30%,38,,147,1,,2005,150
1868,Z.Crockett,OAK,10,-4.30%,60,,247,1,,2005,208
1869,R.Mahe,PHI,8,0.30%,20,,75,0,,2005,87
1870,B.Jacobs,NYG,7,-2.60%,38,,259,7,,2005,99
1871,N.Davenport,GB,4,-5.80%,30,,124,2,,2005,105
1872,P.Pass,NE,4,-7.10%,54,,190,3,,2005,247
1873,M.Faulk,STL,4,-4.90%,65,,228,0,,2005,292
1874,H.Evans,MIA,2,-8.50%,52,,194,0,,2005,192
1875,A.Pearman,JAC,0,-9.10%,39,,128,1,,2005,149
1876,L.Gordon,PHI,-2,-8.40%,54,,205,1,,2005,182
1877,A.Stecker,NO,-3,-9.50%,95,,319,0,,2005,365
1878,J.Payton,TEN,-4,-9.30%,33,,114,2,,2005,105
1879,L.Betts,WAS,-4,-10.50%,89,,287,1,,2005,342
1880,W.Green,CLE,-6,-21.10%,20,,61,0,,2005,78
1881,A.Green,GB,-7,-11.90%,77,,251,0,,2005,255
1882,D.Rhodes,IND,-7,-16.80%,40,,143,4,,2005,118
1883,N.Herron,GB,-11,-8.90%,48,,177,2,,2005,123
1884,T.Fisher,GB,-15,-16.10%,60,,172,1,,2005,173
1885,O.Ayanbadejo,ARI,-25,-29.60%,22,,63,0,,2005,46
1886,T.Henry,TEN,-25,-16.20%,88,,243,0,,2005,335
1887,C.Fason,MIN,-27,-24.00%,32,,116,4,,2005,62
1888,C.Benson,CHI,-27,-19.40%,67,,180,0,,2005,277
1889,E.Graham,TB,-28,-36.00%,28,,47,0,,2005,83
1890,N.Goings,CAR,-31,-26.50%,38,,88,0,,2005,125
1891,A.Thomas,DAL,-32,-27.10%,43,,95,0,,2005,92
1892,S.Williams,BUF,-38,-32.90%,45,,73,0,,2005,161
1893,V.Haynes,PIT,-39,-21.80%,74,,177,3,,2005,274
1894,K.Faulk,NE,-41,-33.70%,51,,84,0,,2005,144
1895,M.Cloud,NE,-46,-55.90%,24,,9,0,,2005,59
1896,L.Tomlinson,SD,460,23.10%,347,,"1,942",28,49%,2006,"1,813"
1897,B.Westbrook,PHI,311,24.00%,239,,"1,336",7,49%,2006,"1,219"
1898,T.Barber,NYG,298,14.60%,327,,"1,612",5,50%,2006,"1,665"
1899,J.Addai,IND,266,17.80%,226,,"1,321",7,62%,2006,"1,074"
1900,S.Jackson,STL,250,7.30%,346,,"1,641",13,48%,2006,"1,528"
1901,M.Barber,DAL,242,29.00%,135,,967,14,56%,2006,654
1902,F.Gore,SF,239,9.60%,312,,"1,501",8,47%,2006,"1,696"
1903,L.Johnson,KC,236,5.90%,416,,"1,863",17,45%,2006,"1,789"
1904,M.Jones-Drew,JAC,213,21.70%,166,,957,13,51%,2006,941
1905,D.McAllister,NO,211,11.10%,245,,"1,303",11,54%,2006,"1,061"
1906,L.Betts,WAS,179,11.00%,245,,"1,134",4,46%,2006,"1,157"
1907,F.Taylor,JAC,165,10.50%,231,,"1,022",5,44%,2006,"1,146"
1908,W.Parker,PIT,152,2.60%,337,,"1,451",13,45%,2006,"1,495"
1909,T.Jones,CHI,147,2.40%,296,,"1,300",6,48%,2006,"1,210"
1910,L.Washington,NYJ,130,13.30%,150,,712,4,49%,2006,648
1911,A.Green,GB,125,1.50%,266,,"1,088",5,43%,2006,"1,063"
1912,C.Dillon,NE,119,4.00%,199,,910,13,52%,2006,812
1913,C.Benson,CHI,115,7.70%,157,,708,6,47%,2006,647
1914,C.Portis,WAS,107,11.10%,127,,647,7,44%,2006,523
1915,J.Jones,DAL,97,1.40%,267,,"1,085",4,45%,2006,"1,084"
1916,T.Henry,TEN,96,0.60%,270,,"1,063",7,43%,2006,"1,211"
1917,R.Dayne,HOU,87,4.20%,151,,719,5,54%,2006,612
1918,W.McGahee,BUF,83,-3.70%,259,,"1,002",6,45%,2006,996
1919,R.Johnson,CIN,73,-1.90%,341,,"1,326",12,44%,2006,"1,309"
1920,M.Bell,DEN,72,2.00%,157,,731,8,51%,2006,677
1921,W.Dunn,ATL,54,-3.50%,286,,"1,086",4,39%,2006,"1,140"
1922,D.Foster,CAR,51,-2.20%,227,,930,3,45%,2006,900
1923,D.Williams,CAR,31,-2.00%,121,,496,1,47%,2006,501
1924,T.Bell,DEN,26,-5.00%,233,,784,2,41%,2006,"1,031"
1925,R.Bush,NO,25,-2.90%,154,,592,6,44%,2006,559
1926,W.Lundy,HOU,22,-4.30%,124,,473,4,40%,2006,476
1927,L.Maroney,NE,18,-4.40%,175,,717,6,46%,2006,749
1928,C.Houston,NYJ,10,-8.00%,112,,435,5,46%,2006,374
1929,C.Taylor,MIN,7,-8.20%,303,,"1,122",6,46%,2006,"1,219"
1930,R.Brown,MIA,-4,-9.00%,241,,861,5,46%,2006,995
1931,L.Jordan,OAK,-10,-8.30%,114,,365,2,34%,2006,434
1932,M.Morris,SEA,-13,-11.90%,161,,515,0,39%,2006,604
1933,D.Rhodes,IND,-15,-9.30%,187,,684,5,49%,2006,641
1934,E.James,ARI,-20,-11.10%,337,,"1,162",6,45%,2006,"1,162"
1935,J.Fargas,OAK,-26,-12.40%,178,,562,1,40%,2006,652
1936,K.Barlow,NYJ,-31,-14.30%,131,,421,6,42%,2006,368
1937,J.Lewis,BAL,-40,-10.40%,314,,"1,058",9,42%,2006,"1,130"
1938,C.Williams,TB,-53,-12.30%,226,,701,1,39%,2006,799
1939,Sh.Alexander,SEA,-57,-14.40%,252,,778,7,43%,2006,901
1940,R.Droughns,CLE,-58,-14.80%,219,,664,4,42%,2006,761
1941,A.Thomas,BUF,-75,-26.30%,107,,233,2,37%,2006,378
1942,K.Jones,DET,-104,-22.40%,181,,513,6,40%,2006,688
1943,J.Norwood,ATL,163,34.60%,99,,608,2,,2006,633
1944,M.Turner,SD,144,33.90%,80,,509,2,,2006,502
